,Amenities,Bedrooms,Bathrooms,Area,Furnished,Level,location,Compound,price
8656,"Security,Pets Allowed,Electricity Meter,Natural Gas,Landline,Elevator",3,1,135.0,0,6,Maadi,Not in Compound,800000.0
8657,"Electricity Meter,Natural Gas,Elevator",3,2,160.0,0,1,Gesr Al Suez,Not in Compound,800000.0
8658,No,2,1,63.0,0,5,Obour City,Not in Compound,260000.0
8659,"Balcony,Electricity Meter,Natural Gas,Landline,Elevator",3,1,140.0,0,4,Gesr Al Suez,Not in Compound,480000.0
8660,"Balcony,Built in Kitchen Appliances",3,1,169.0,0,1,Nasr City,Not in Compound,1050000.0
8661,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,85.0,0,1,Marg,Not in Compound,280000.0
8662,No,2,1,65.0,0,7,Helwan,Not in Compound,280000.0
8663,No,2,3,180.0,1,1,Obour City,Not in Compound,1500000.0
8664,"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,125.0,0,9,Shubra,Not in Compound,1250000.0
8665,"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas",1,1,210.0,0,3,New Cairo - El Tagamoa,Not in Compound,350000.0
8666,"Balcony,Security,Electricity Meter,Water Meter,Elevator",3,2,160.0,0,7,Zahraa Al Maadi,2020 Compound,560000.0
8667,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,100.0,0,1,Helmeyat El Zaytoun,Not in Compound,370000.0
8668,No,3,2,135.0,0,0,New Cairo - El Tagamoa,Not in Compound,850000.0
8669,No,3,2,148.0,0,0,New Cairo - El Tagamoa,Not in Compound,950000.0
8670,"Electricity Meter,Water Meter,Landline,Elevator",3,2,160.0,0,4,Sayeda Zeinab,Not in Compound,800.0
8671,"Balcony,Security,Electricity Meter,Natural Gas,Elevator",3,2,135.0,0,2,New Cairo - El Tagamoa,Not in Compound,850000.0
8672,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,130.0,1,6,Nasr City,Not in Compound,1500000.0
8673,"Electricity Meter,Natural Gas",2,1,70.0,0,0,Maadi,Not in Compound,125000.0
8674,Balcony,2,1,100.0,0,9,Gesr Al Suez,Not in Compound,250000.0
8675,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,80.0,0,4,Zawya al-Hamra,Not in Compound,260000.0
8676,No,2,2,120.0,0,0,Heliopolis,Not in Compound,1150000.0
8678,No,1,1,65.0,0,3,Ezbet El Nakhl,Not in Compound,150000.0
8679,No,3,2,127.0,1,1,Rehab City,Not in Compound,2250000.0
8680,No,2,1,90.0,0,1,Heliopolis,Not in Compound,680000.0
8681,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,165.0,0,9,Maadi,Not in Compound,1400000.0
8682,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,165.0,0,7,Zahraa Al Maadi,Not in Compound,1200000.0
8683,"Balcony,Built in Kitchen Appliances,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,135.0,1,1,Ain Shams,Not in Compound,450000.0
8684,"Balcony,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,199.0,0,1,New Cairo - El Tagamoa,Hyde Park New Cairo,1900000.0
8685,"Balcony,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,130.0,0,3,Nasr City,Dar Misr,420000.0
8686,No,3,2,190.0,0,1,Shorouk City,Not in Compound,1200000.0
8687,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,125.0,0,5,Helmeyat El Zaytoun,Not in Compound,750000.0
8688,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,157.0,0,0,New Cairo - El Tagamoa,Galleria Moon Valley,2150000.0
8689,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Elevator",3,2,135.0,0,1,New Cairo - El Tagamoa,Tag Sultan,2200000.0
8690,"Balcony,Private Garden,Security,Covered Parking,Pets Allowed",2,1,71.0,0,0,Madinaty,Madinaty,1263000.0
8691,"Balcony,Covered Parking,Electricity Meter,Water Meter",3,3,177.0,0,3,Badr City,Not in Compound,2300.0
8692,Balcony,2,1,99.0,0,2,Madinaty,Rehab City,1475000.0
8693,No,3,2,162.0,0,3,New Cairo - El Tagamoa,The Square,1400000.0
8694,No,3,1,110.0,0,8,Nasr City,Not in Compound,775000.0
8695,"Balcony,Covered Parking,Pets Allowed,Security,Electricity Meter,Water Meter,Elevator",3,2,135.0,0,1,New Cairo - El Tagamoa,Tag Sultan,2200000.0
8696,"Balcony,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,120.0,0,6,Salam City,Not in Compound,1000000.0
8697,"Balcony,Electricity Meter,Water Meter,Natural Gas",4,2,160.0,0,4,Zawya al-Hamra,Not in Compound,380000.0
8698,"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,151.0,0,4,Nasr City,Not in Compound,1450000.0
8699,"Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,99.0,1,4,Rehab City,Rehab City,1600000.0
8700,"Balcony,Private Garden,Security,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,3,158.0,0,0,Madinaty,Madinaty,2000000.0
8701,"Balcony,Covered Parking,Pets Allowed,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,211.0,0,1,New Cairo - El Tagamoa,Hyde Park New Cairo,2600000.0
8702,"Balcony,Private Garden,Security,Water Meter,Landline",2,2,128.0,0,0,Katameya,Not in Compound,1350000.0
8703,No,2,1,115.0,0,7,Gesr Al Suez,Not in Compound,325000.0
8704,"Balcony,Electricity Meter,Natural Gas,Landline,Elevator",3,2,160.0,0,4,Nasr City,Not in Compound,1360000.0
8705,"Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,130.0,0,4,New Nozha,Not in Compound,950000.0
8706,No,1,1,85.0,0,4,Helwan,Not in Compound,360000.0
8708,No,1,1,85.0,0,4,Helwan,Not in Compound,360000.0
8709,Electricity Meter,3,2,110.0,0,1,Ezbet El Nakhl,Not in Compound,650000.0
8710,No,3,2,125.0,0,0,Rehab City,Not in Compound,1950000.0
8711,"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter",2,1,90.0,0,4,Downtown Cairo,Not in Compound,360000.0
8712,"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,125.0,0,4,Maadi,Not in Compound,550000.0
8713,"Balcony,Built in Kitchen Appliances,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Elevator",3,2,154.0,0,2,Nasr City,Not in Compound,1150000.0
8714,"Electricity Meter,Water Meter,Natural Gas,Landline",2,2,155.0,0,0,Maadi,Not in Compound,1500000.0
8715,Security,3,3,175.0,0,3,Madinaty,Not in Compound,2350000.0
8716,Balcony,3,2,165.0,0,6,Helmeyat El Zaytoun,Not in Compound,900000.0
8719,No,3,2,195.0,0,1,New Cairo - El Tagamoa,Not in Compound,2600000.0
8721,No,3,3,230.0,0,2,Obour City,Not in Compound,1125000.0
8722,Covered Parking,3,1,140.0,0,3,Zahraa Al Maadi,Not in Compound,1000050.0
8723,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,150.0,0,5,Ain Shams,Not in Compound,470000.0
8724,"Balcony,Electricity Meter,Water Meter,Natural Gas",2,3,200.0,0,1,Obour City,Not in Compound,650000.0
8726,"Balcony,Electricity Meter,Natural Gas",2,1,75.0,0,7,Downtown Cairo,Not in Compound,850.0
8727,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Maids Room,Pets Allowed,Private Garden,Pool,Natural Gas,Landline",2,2,136.0,0,2,New Cairo - El Tagamoa,The Square,1250000.0
8728,"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,200.0,0,4,Heliopolis,Not in Compound,2250000.0
8729,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,100.0,0,7,Ain Shams,Not in Compound,450000.0
8730,No,2,1,110.0,0,5,Heliopolis,Not in Compound,800000.0
8732,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,140.0,0,8,Helmeyat El Zaytoun,Not in Compound,1100000.0
8733,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,150.0,0,10,Nasr City,Not in Compound,900000.0
8734,No,2,1,70.0,0,1,Ain Shams,Not in Compound,300000.0
8735,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,120.0,1,3,Helmeyat El Zaytoun,Not in Compound,630000.0
8736,"Balcony,Covered Parking,Electricity Meter,Water Meter,Elevator",3,2,160.0,0,8,Obour City,Not in Compound,680000.0
8737,"Electricity Meter,Natural Gas,Elevator",3,1,100.0,0,10,Dar al-Salaam,Not in Compound,275000.0
8738,Balcony,2,1,80.0,0,1,Ezbet El Nakhl,Not in Compound,160000.0
8739,"Balcony,Built in Kitchen Appliances,Elevator",2,1,110.0,1,1,Ain Shams,Not in Compound,700000.0
8740,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,130.0,0,3,Helmeyat El Zaytoun,Not in Compound,750000.0
8741,"Balcony,Pets Allowed,Private Garden,Security",2,3,154.0,0,0,New Cairo - El Tagamoa,Eastown,2800000.0
8743,"Balcony,Covered Parking,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,230.0,0,5,Heliopolis,Not in Compound,1000.0
8744,No,3,1,152.0,0,3,Helmeyat El Zaytoun,Not in Compound,780000.0
8745,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Elevator",3,2,135.0,0,3,Madinaty,Madinaty,1600000.0
8746,No,2,2,96.0,0,0,Madinaty,Not in Compound,1375000.0
8748,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,175.0,0,3,New Cairo - El Tagamoa,Not in Compound,2000000.0
8749,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",2,2,120.0,0,0,Heliopolis,Not in Compound,1100000.0
8750,"Electricity Meter,Water Meter,Natural Gas,Landline",2,1,95.0,0,2,Ain Shams,Not in Compound,320000.0
8751,"Electricity Meter,Water Meter,Natural Gas,Landline",2,1,76.0,0,4,Helwan,Not in Compound,290000.0
8752,"Balcony,Maids Room,Private Garden",3,2,177.0,0,0,New Cairo - El Tagamoa,Not in Compound,1950000.0
8753,No,2,1,82.0,0,0,Shorouk City,Not in Compound,420000.0
8754,"Security,Covered Parking,Pets Allowed,Pool,Electricity Meter,Water Meter,Landline,Elevator",2,2,150.0,0,7,Heliopolis,Not in Compound,2150000.0
8755,"Balcony,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,205.0,0,3,New Cairo - El Tagamoa,Eastown,3400000.0
8756,No,3,1,110.0,0,8,Gesr Al Suez,Not in Compound,385000.0
8757,No,2,1,90.0,0,4,Rehab City,Rehab City,1020000.0
8759,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,96.0,0,4,Madinaty,Madinaty,1150000.0
8760,"Electricity Meter,Water Meter,Natural Gas,Landline",3,1,90.0,0,2,Gesr Al Suez,Not in Compound,350000.0
8761,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,96.0,0,2,Madinaty,Madinaty,1150000.0
8762,"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,65.0,0,3,Shorouk City,Not in Compound,320000.0
8763,"Balcony,Pets Allowed,Electricity Meter,Elevator",3,3,170.0,0,1,Maadi,Not in Compound,900000.0
8764,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,190.0,0,2,New Cairo - El Tagamoa,Not in Compound,1550000.0
8766,No,2,1,90.0,0,1,Rehab City,Rehab City,1250000.0
8767,"Balcony,Private Garden,Security,Pets Allowed,Electricity Meter,Water Meter,Landline,Elevator",3,3,158.0,0,0,Madinaty,Madinaty,2000000.0
8768,"Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,185.0,0,8,Gesr Al Suez,Not in Compound,1400000.0
8769,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,150.0,0,5,Heliopolis,Not in Compound,1550000.0
8770,"Maids Room,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,120.0,0,1,New Cairo - El Tagamoa,Not in Compound,1250000.0
8771,No,2,1,96.0,0,3,Nasr City,Not in Compound,550000.0
8778,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,155.0,0,10,Ezbet El Nakhl,Not in Compound,475000.0
8779,"Electricity Meter,Water Meter,Elevator",3,2,170.0,0,4,Nasr City,Not in Compound,600000.0
8780,"Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,3,200.0,0,0,New Cairo - El Tagamoa,Not in Compound,1750000.0
8782,"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,165.0,0,10,Obour City,Not in Compound,525000.0
8783,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,200.0,0,4,Nasr City,Not in Compound,1750000.0
8784,No,3,1,140.0,0,1,Obour City,Not in Compound,750000.0
8785,"Central A/C & heating,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,140.0,0,10,Heliopolis,Not in Compound,950.0
8786,"Security,Covered Parking,Pets Allowed,Elevator",3,3,211.0,0,3,Madinaty,Madinaty,2600000.0
8787,No,2,1,79.0,0,2,New Cairo - El Tagamoa,Not in Compound,400000.0
8789,"Balcony,Built in Kitchen Appliances,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,175.0,1,3,Mokattam,Not in Compound,2500000.0
8790,No,2,1,119.0,0,1,New Cairo - El Tagamoa,Not in Compound,1100000.0
8791,No,3,1,130.0,0,10,Helmeyat El Zaytoun,Not in Compound,1100000.0
8792,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,2,96.0,0,4,Madinaty,Madinaty,1150000.0
8793,No,3,2,175.0,0,3,Obour City,Not in Compound,700000.0
8794,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Elevator",3,3,202.0,0,2,New Cairo - El Tagamoa,Mountain View Hyde Park,2200000.0
8795,No,3,2,240.0,0,3,New Cairo - El Tagamoa,Not in Compound,1000000.0
8796,"Balcony,Private Garden,Security,Covered Parking,Pets Allowed,Pool,Electricity Meter,Water Meter,Elevator",3,3,210.0,0,0,New Cairo - El Tagamoa,The Square,2350000.0
8797,No,2,1,92.0,0,0,Rehab City,Not in Compound,1100000.0
8798,"Balcony,Central A/C & heating,Security",3,3,170.0,0,3,New Cairo - El Tagamoa,The Square,1750000.0
8799,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130.0,0,3,Hadayek al-Kobba,Not in Compound,900000.0
8800,"Balcony,Elevator,Water Meter,Electricity Meter,Natural Gas,Landline,Security",3,1,120.0,0,6,Nasr City,Not in Compound,1300000.0
8801,"Balcony,Pets Allowed,Security",2,3,156.0,0,0,New Cairo - El Tagamoa,Eastown,2773213.0
8803,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Maids Room,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",4,3,236.0,0,3,New Cairo - El Tagamoa,Hyde Park New Cairo,2800000.0
8804,"Security,Elevator",2,1,120.0,0,8,Abasiya,Not in Compound,850000.0
8805,"Built in Kitchen Appliances,Electricity Meter,Water Meter,Landline",3,2,200.0,0,1,New Cairo - El Tagamoa,Not in Compound,1600000.0
8806,"Private Garden,Security,Natural Gas",3,2,125.0,0,0,Rehab City,Rehab City,1900000.0
8807,"Balcony,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,65.0,0,2,Shorouk City,Not in Compound,325000.0
8808,"Balcony,Electricity Meter,Landline,Elevator",3,2,180.0,0,2,Heliopolis,Not in Compound,1350000.0
8809,"Private Garden,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,178.0,0,4,Madinaty,Madinaty,1950000.0
8810,"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas",2,1,86.0,0,5,Nasr City,Not in Compound,475000.0
8811,No,2,1,160.0,0,2,Nasr City,Not in Compound,900000.0
8812,"Balcony,Elevator",3,1,131.0,0,4,Rehab City,Not in Compound,1850000.0
8813,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,165.0,0,10,Shubra,Not in Compound,1800000.0
8814,No,3,2,160.0,0,1,Heliopolis,Not in Compound,1950000.0
8815,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,135.0,0,10,Salam City,Not in Compound,350000.0
8817,No,3,2,133.0,0,3,Shorouk City,Not in Compound,485000.0
8818,"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,155.0,0,2,Heliopolis,Not in Compound,850000.0
8819,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Maids Room,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,153.0,0,0,New Cairo - El Tagamoa,Hyde Park New Cairo,2400000.0
8821,"Natural Gas,Electricity Meter",3,1,85.0,0,5,Nasr City,Not in Compound,420000.0
8822,"Balcony,Pets Allowed,Electricity Meter,Natural Gas",3,2,120.0,0,2,Hadayek al-Kobba,Not in Compound,700000.0
8823,"Balcony,Covered Parking,Pets Allowed,Security,Water Meter,Natural Gas,Landline,Elevator",3,2,140.0,0,2,Nasr City,Not in Compound,975000.0
8824,"Balcony,Security,Water Meter,Landline,Elevator",3,1,140.0,0,10,Gesr Al Suez,Not in Compound,770000.0
8825,"Balcony,Security,Pets Allowed,Electricity Meter,Natural Gas,Elevator",3,2,150.0,0,7,Helwan,Not in Compound,800000.0
8826,No,2,1,100.0,0,0,New Cairo - El Tagamoa,Dar Misr,250000.0
8827,"Balcony,Electricity Meter",3,2,125.0,0,0,Mokattam,Not in Compound,320000.0
8828,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,116.0,0,2,Madinaty,Madinaty,800000.0
8829,Balcony,3,2,157.0,0,9,Mokattam,Not in Compound,800000.0
8831,"Electricity Meter,Water Meter",2,1,90.0,0,2,Marg,Not in Compound,270000.0
8832,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,140.0,0,8,Heliopolis,Not in Compound,900000.0
8835,No,3,2,150.0,0,2,Obour City,Not in Compound,850000.0
8836,"Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,130.0,0,4,Helmeyat El Zaytoun,Not in Compound,920000.0
8837,No,3,2,133.0,0,4,Madinaty,Madinaty,1650000.0
8838,No,3,2,158.0,0,0,Obour City,Not in Compound,600000.0
8839,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,190.0,0,1,New Cairo - El Tagamoa,Not in Compound,1950000.0
8840,Balcony,3,3,232.0,0,3,Maadi,Baron City,1250000.0
8841,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Covered Parking,Maids Room,Pets Allowed,Private Garden,Security,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,167.0,0,1,New Cairo - El Tagamoa,The Square,1550000.0
8842,"Elevator,Water Meter,Electricity Meter,Security",2,2,100.0,0,5,New Cairo - El Tagamoa,Madinaty,1000000.0
8843,"Balcony,Built in Kitchen Appliances,Water Meter,Natural Gas,Elevator",2,1,100.0,0,11,Matareya,Not in Compound,340000.0
8845,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,143.0,0,3,Madinaty,Madinaty,1600000.0
8846,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,200.0,0,2,New Cairo - El Tagamoa,Not in Compound,2100000.0
8847,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,157.0,0,0,New Cairo - El Tagamoa,Galleria Moon Valley,2150000.0
8848,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130.0,0,5,New Cairo - El Tagamoa,Not in Compound,1000000.0
8850,"Balcony,Covered Parking,Security,Electricity Meter,Elevator",4,2,153.0,0,5,Ramses + Ramses Extension,Not in Compound,1500000.0
8851,"Balcony,Pets Allowed,Electricity Meter,Water Meter,Elevator",2,2,96.0,0,5,Madinaty,Madinaty,1050000.0
8853,"Balcony,Pets Allowed,Electricity Meter,Natural Gas,Landline,Elevator",3,2,170.0,0,2,Nasr City,Not in Compound,1600000.0
8854,Private Garden,3,2,136.0,0,0,Madinaty,Not in Compound,1500000.0
8856,No,2,1,90.0,0,4,Rehab City,Not in Compound,1325000.0
8857,"Security,Electricity Meter,Elevator",3,2,124.0,0,0,Madinaty,Madinaty,1700000.0
8858,No,2,1,130.0,0,3,Ain Shams,Not in Compound,500000.0
8859,No,3,2,160.0,0,7,Ain Shams,Not in Compound,350000.0
8860,No,3,1,200.0,0,4,New Cairo - El Tagamoa,Not in Compound,1000000.0
8861,Natural Gas,3,1,90.0,0,5,Badr City,Not in Compound,210000.0
8862,"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,120.0,0,5,Marg,VGK,1000000.0
8863,"Balcony,Electricity Meter,Natural Gas,Landline",2,1,110.0,0,3,Mokattam,Not in Compound,670000.0
8864,"Balcony,Private Garden,Security,Covered Parking,Maids Room,Pets Allowed",3,3,136.0,1,0,New Cairo - El Tagamoa,Not in Compound,2200000.0
8865,No,2,1,150.0,0,8,Gesr Al Suez,Not in Compound,700000.0
8866,No,3,1,115.0,0,4,Downtown Cairo,Not in Compound,350000.0
8868,"Balcony,Pets Allowed,Security,Elevator",2,2,96.0,0,5,Madinaty,Madinaty,1200000.0
8869,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,156.0,0,2,Rehab City,Rehab City,2400000.0
8871,"Balcony,Electricity Meter,Natural Gas",2,1,63.0,0,1,Obour City,Not in Compound,345000.0
8872,No,3,2,165.0,0,0,Obour City,Not in Compound,650000.0
8873,"Balcony,Security,Natural Gas,Landline,Elevator",3,1,120.0,0,7,Helwan,Not in Compound,540000.0
8874,Covered Parking,2,1,68.0,1,4,Obour City,Not in Compound,250000.0
8875,Balcony,2,1,70.0,0,3,Obour City,Not in Compound,210000.0
8876,"Electricity Meter,Water Meter,Natural Gas",2,1,60.0,0,0,Gesr Al Suez,Not in Compound,90000.0
8877,"Private Garden,Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,110.0,0,0,Heliopolis,Not in Compound,1000000.0
8878,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,75.0,0,5,Helmeyat El Zaytoun,Not in Compound,630000.0
8879,No,3,2,140.0,0,3,Shorouk City,Not in Compound,490000.0
8880,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,85.0,0,6,Heliopolis,Not in Compound,900000.0
8881,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,120.0,0,3,Sheraton,Not in Compound,850000.0
